geom,Plan_ID,File_Name,Allocation_Area,Planning_Area,Location_Description,Coordinates
POINT (1370384.3994223513 582325.39754319),18346,CAHILL OVERLOOK LOTS 1 &2,Ellicott City,Ellicott City,E SIDE COLLEGE AVE N OF ROSS RD,"(39.2656,-76.7951)"
POINT (1364236.1896583512 541006.2799701914),18276,ROSE MEADOWS,Southeast,Southeast,TERMINUS OF ROSE LN,"(39.152,-76.8168)"
POINT (1343092.9684343524 570647.8366311919),18124,CEDAR GROVE,Columbia,Columbia,SW QUADRANT CEDAR LN & RT 108,"(39.2335,-76.8914)"
POINT (1385773.9120343514 560285.9650371913),18111,Delaney Property,Elkridge,Elkridge,S SIDE OF HUNT CLUB RD,"(39.205,-76.7408)"
POINT (1343764.0738423504 589597.3265901916),18266,SAINT CHARLES VIEW,Ellicott City,Ellicott City,NE QUADRANT TERRA MARIA WAY & FREDERICK RD,"(39.2856,-76.889)"
POINT (1354770.4292583503 531876.0943131912),18193,Blough Property,Southeast,Southeast,N SIDE WHISKEY BOTTOM RD W OF PROMISE CT,"(39.1269,-76.8502)"
POINT (1352727.355404351 535861.7092731912),18222,"Emerson, Section Two, Phases 3 & 5B",Southeast,Southeast,W SIDE PALACE HALL DR,"(39.1378,-76.8574)"
POINT (1377224.1198263504 571256.2247541919),18202,"Zaiser Property, Lots 1 - 10",Elkridge,Elkridge,E SIDE ILCHESTER RD S OF LANDING RD,"(39.2352,-76.7709)"
POINT (1389810.4636923522 557758.5905871913),18158,Summer Haven,Elkridge,Elkridge,TERMINUS OF SUMMER HAVEN LN,"(39.1981,-76.7265)"
POINT (1355056.1025063507 589699.5125211924),18166,"Valley Mede, Section 14, Lots 71 and 72",Ellicott City,Ellicott City,TERMINUS OF HICKORYMEDE COURT,"(39.2859,-76.8492)"
POINT (1350086.011484351 574558.175834192),18117,PRATT PROPERTY,Ellicott City,Ellicott City,E SIDE CENTENNIAL LN 600' S OF MAXINE ST,"(39.2443,-76.8667)"
POINT (1389189.2377403527 559555.0265271906),18126,ROBERTS PROPERTY,Elkridge,Elkridge,W SIDE OF ABEL ST 300' S OF WASHINGTON BLVD,"(39.203,-76.7287)"
POINT (1386596.639652349 556771.6417731922),18249,Harwood Park,Elkridge,Elkridge,NE SIDE EUCLID AVE S OF HIGHLAND AVE,"(39.1953,-76.7379)"
POINT (1344763.6468043514 550738.6716831923),17903,OBERLE PROPERTY,Southeast,Southeast,NW QUADRANT OF HUNTING LN & NEWBERRY DR,"(39.1788,-76.8855)"
POINT (1391353.0425503515 560765.9843571912),17923,COLVIN PROPERTY,Elkridge,Elkridge,S SIDE OLD WASHINGTON RD OPPOSITE BONNIE VIEW LN,"(39.2063,-76.7211)"
POINT (1345435.0356183536 536647.92273519),18147,GUILFORD MEADOWS,Southeast,Southeast,N SIDE SCAGGSVILLE RD 450' NW OF PINEWAY DR,"(39.14,-76.8831)"
POINT (1360384.135306351 548017.1075991914),17853,GUILFORD GARDENS,"Columbia,Senior East",Columbia,EAST SIDE OF OAKLAND MILLS ROAD,"(39.1713,-76.8304)"
POINT (1372978.1311343499 550722.307388192),17963,Village Towns Phase 3B - Area 1,MIHU,Elkridge,TERMINUS OF PORT CAPITAL DR,"(39.1787,-76.7859)"
POINT (1339621.5283403508 598986.0681081917),13062,"GTW'S WAVERLY WOODS, PHASE I",Ellicott City,Ellicott City,W SIDE OF MARRIOTTSVILLLE RD OPPOSITE WARWICK,"(39.3114,-76.9036)"
POINT (1339877.72736435 598643.1452151928),13064,GTW'S WAVERLY WOODS - PH 2,Senior East,Ellicott City,W SIDE OF MARRIOTTSVILLE RD OPPOSITE WARWICK WAY,"(39.3105,-76.9027)"
POINT (1339877.72736435 598643.1452151928),18448,GTW'S WAVERLY WOODS - PH 4,Senior East,Ellicott City,W SIDE OF MARRIOTTSVILLE RD OPPOSITE WARWICK WAY,"(39.3105,-76.9027)"
POINT (1339877.72736435 598643.1452151928),18450,GTW'S WAVERLY WOODS - PH 5,Senior East,Ellicott City,W SIDE OF MARRIOTTSVILLE RD OPPOSITE WARWICK WAY,"(39.3105,-76.9027)"
POINT (1339877.72736435 598643.1452151928),18408,GTW'S WAVERLY WOODS - PH 3,Senior East,Ellicott City,W SIDE OF MARRIOTTSVILLE RD OPPOSITE WARWICK WAY,"(39.3105,-76.9027)"
POINT (1339877.72736435 598643.1452151928),18446,GTW'S WAVERLY WOODS,Senior East,Ellicott City,W SIDE OF MARRIOTTSVILLE RD OPPOSITE WARWICK WAY,"(39.3105,-76.9027)"
POINT (1390955.7073383518 561835.8455991913),18093,PROPERTY OF COMMUNITY HOSING LLP,Elkridge,Elkridge,E SIDE BONNIE VIEW LN S OF WASHINGTON BLVD,"(39.2093,-76.7225)"
POINT (1357497.6451963522 531039.3333621919),18063,Kings Arms Section 3,Southeast,Southeast,E SIDE WHISKEY BOTTOM RD N OF HARMONY LN_,"(39.1246,-76.8406)"
POINT (1366696.7205503508 587966.7155061923),12543,ALTA AT REGENCY CREST (ROGERS AVE. SENIOR HOUSING),"Ellicott City,Senior East",Ellicott City,NORTHEAST CORNER OF ROGERS AVE. AT OAK WEST DRIVE,"(39.2811,-76.8081)"
POINT (1350079.4931463487 574545.0843981914),18097,PRATT PROPERTY,Ellicott City,Ellicott City,EAST SIDE OF CENTENNIAL LANE 600' S OF MAXINE ST,"(39.2442,-76.8667)"
POINT (1391517.1346243508 558276.7932621911),17891,The Bluffs at Whitetail Woods III,Elkridge,Elkridge,S SIDE FLOREY RD OPPOSITE SECOND AVE,"(39.1995,-76.7205)"
POINT (1364319.227616351 541659.3971661907),17749,ROSE LANE,Southeast,Southeast,N SIDE ROSE LN 500' SW OF JONES RD,"(39.1538,-76.8165)"
POINT (1377892.6745803505 566096.3807151914),13091,"PROPERTY OF KASSIT, LLC",Elkridge,Elkridge,TERMINUS OF TALBOTS LANDING,"(39.221,-76.7686)"
POINT (1335160.7179003507 562048.5814341921),12879,TROTTER OAKS,Columbia,Columbia,W SIDE OF TROTTER RD OPPOSITE SOUTH WIND CIRCLE,"(39.2099,-76.9194)"
POINT (1356413.050434351 532565.5766091906),10615,HAMMONDS PROMISE OVERLOOK,Southeast,Southeast,E SIDE STEPHENS RD OPPOSITE BOUNDLESS SHADE TERR,"(39.1288,-76.8444)"
POINT (1395725.1469123513 563856.2905551922),12990,RIVERWATCH ,"ELK - Growth &amp; Revitalization,MIHU,Route 1,Shared G&amp;R &amp; Est. Comm.",Elkridge,NE & SW OF FURNACE AVE N OF RAILROAD AVE,"(39.2148,-76.7057)"
POINT (1395725.1469123513 563856.2905551922),13050,RIVERWATCH CONDOMINIUMS (RIVERWATCH)-PH 1,Route 1,Elkridge,NE & SW OF FURNACE AVE N OF RAILROAD AVE,"(39.2148,-76.7057)"
POINT (1395725.1469123513 563856.2905551922),13052,RIVERWATCH CONDOMINIUMS (RIVERWATCH)-PH 2,"MIHU,Route 1",Elkridge,NE & SW OF FURNACE AVE N OF RAILROAD AVE,"(39.2148,-76.7057)"
POINT (1395725.1469123513 563856.2905551922),13054,RIVERWATCH CONDOMINIUMS (RIVERWATCH)-PH 3,ELK - Growth &amp; Revitalization,Elkridge,NE & SW OF FURNACE AVE N OF RAILROAD AVE,"(39.2148,-76.7057)"
POINT (1386871.2600663528 556159.6171401925),12991,EUCLID,Elkridge,Elkridge,EUCLID AVE 150' EAST OF MELROSE AVE,"(39.1937,-76.7369)"
POINT (1377461.614054352 568855.4008521922),17747,"TALBOTS WOODS II, LTS 9,11",Elkridge,Elkridge,TERMINUS OF SERENA DYLAN WAY,"(39.2286,-76.7701)"
POINT (1371245.3868503533 575361.8445441909),13138,WORTHINGTON FIELDS,Ellicott City,Ellicott City,TERMINUS OF ACADEMY RD,"(39.2465,-76.792)"
POINT (1350439.7021723501 596177.5914351922),12981,MAPLEWOOD OVERLOOK,Ellicott City,Ellicott City,N SIDE OLD FREDERICK RD 300' E OF MAPLEWOOD DR,"(39.3037,-76.8655)"
POINT (1381436.9500163533 565444.354472192),13065,KESSLER PROPERTY,Elkridge,Elkridge,LANDING ROAD APPX. 800 FT SOUTH OF ROCKBURN BRANCH PARK ENTRANCE,"(39.2192,-76.7561)"
POINT (1359416.8706283532 583793.4566301927),13083,BALLEW PROPERTY,Ellicott City,Ellicott City,W SIDE CHATHAM RD 600' S OF UNDEROAK DR,"(39.2697,-76.8338)"
POINT (1345831.5206123516 553144.5866991933),13041,ROSALIND SCOTT,Columbia,Columbia,S SIDE OF HARRIETT TUBMAN LN,"(39.1854,-76.8817)"
POINT (1346364.3238923512 534804.2121651918),12856,DELGADO PROPERTY,Southeast,Southeast,E SIDE OF HARDING RD 550' S OF SCAGGSVILLE RD,"(39.1349,-76.8798)"
POINT (1347051.3000363521 588822.0226581898),13134,ELLICOTT SQUARE,Ellicott City,Ellicott City,S OF RT. 40 N OF FREDERICK RD W OF CEMETERY LN,"(39.2835,-76.8774)"
POINT (1347590.0548423529 534170.3684721924),12615,THE HILLSIDE AT ROCKY GORGE VII,Southeast,Southeast,SOUTH SIDE SCAGGSVILLE RD OPPOSITE ROSEMONT DR,"(39.1332,-76.8755)"
POINT (1381787.8066443503 555251.2169421911),12850,EZ STORAGE FACILITY,Elkridge,Elkridge,"WEST SIDE OF US 1 APPROX. 2,500' SOUTH OF TROY HILL DRIVE","(39.1912,-76.7548)"
POINT (1334480.8269063532 563723.9215911925),12796,TROTTER CROSSING,Columbia,Columbia,W SIDE TROTTER RD 1900' N OF SOUTH WIND CIR,"(39.2145,-76.9218)"
POINT (1377131.7294703498 568253.5584471915),12762,TALBOTS WOODS II,Elkridge,Elkridge,N SIDE OF TALBOT'S LANDING RD,"(39.2269,-76.7713)"
POINT (1358069.27509835 535767.1600131914),12927,STONE LAKE,Southeast,Southeast,N SIDE OF GORMAN RD OPPOSITE STEPHENS RD,"(39.1376,-76.8385)"
POINT (1366374.4879283495 597411.0956271924),12854,HOLLIFIELD HILLS,Ellicott City,Ellicott City,TERMINUS OF MILLERS WAY DRIVE & CHAPEL HILL WAY,"(39.3071,-76.8092)"
POINT (1362791.9526823536 594686.25868419),12930,LANCELOTTA PROPERTY,Ellicott City,Ellicott City,W SIDE CHAPEL AVE 250' S OF WILTON AVE,"(39.2996,-76.8219)"
POINT (1375530.7689763494 575007.2848191913),12738,BONNIE BRANCH POINT,Ellicott City,Ellicott City,W SIDE OF BONNIE BRANCH RD S OF COLLEGE AVE,"(39.2455,-76.7769)"
POINT (1369325.8780123517 573671.958347192),12813,AMBER MEADOW,Ellicott City,Ellicott City,E SIDE OF NEW CUT RD 1000' N OF MONTGOMERY RD,"(39.2418,-76.7988)"
POINT (1350713.7557743527 529913.106215192),12622,FOLKENBER PROPERTY (SHERMAN PROPERTY),Southeast,Southeast,W SIDE OLD SCAGGSVILLE RD N OF DONNA LN,"(39.1215,-76.8645)"
POINT (1359449.4623183496 583408.7138721924),12660,THE ENCLAVE AT DUNLOGGIN,Ellicott City,Ellicott City,W SIDE CHATHAM RD 1000' S OF UNDEROAK RD,"(39.2686,-76.8337)"
POINT (1386140.0725863501 555876.6966621913),12322,HARWOOD PARK,Elkridge,Elkridge,NE SIDE WOODBURN AVE NW OF MELROSE AVE_,"(39.1929,-76.7395)"
POINT (1347981.155122351 587039.7691071909),12343,HASAN PROPERTY,Ellicott City,Ellicott City,"W SIDE OF COVENTRY CT, 800' S OF BALT NAT'L PIKE","(39.2786,-76.8741)"
POINT (1356927.4323243499 531391.7111811899),12620,KINGS WOODS,Southeast,Southeast,TERMINUS OF CHATON RD,"(39.1256,-76.8426)"
POINT (1362649.6828703508 582794.5073331911),12308,MANORDALE PROPERTY,Ellicott City,Ellicott City,NW SIDE MANORDALE RD OPPOSITE FOX HILL DR,"(39.2669,-76.8224)"
POINT (1345223.0479303524 536741.0173911899),11914,SOUDER PROPERTY,Southeast,Southeast,N SIDE OF MD RT 216 600' NW OF PINEWAY DR,"(39.1403,-76.8839)"
POINT (1376011.7089583501 574629.0877791904),12539,KOVACS PROPERTY (PROP. @ 4607 BONNIE BRANCH RD),Elkridge,Elkridge,E SIDE BONNIE BRANCH RD 500' S OF COLLEGE AVE,"(39.2445,-76.7752)"
POINT (1376385.8048783503 569213.5970871914),12372,TALBOTS WOODS I PROPERTY,Elkridge,Elkridge,N SIDE OF TALBOTS LANDING R,"(39.2296,-76.7739)"
POINT (1364945.2714703493 579982.75780119),12305,RRIG CORPORATION PROEPRTY,Ellicott City,Ellicott City,SE SIDE OLD COLUMBIA PIKE OPPOSITE COOKS LN,"(39.2592,-76.8143)"
POINT (1357592.30280035 593791.6772241909),12662,FULTON PROPERTY,Ellicott City,Ellicott City,S SIDE OF OLD FREDERICK RD 200' E OF ST. JOHN'S LN,"(39.2971,-76.8402)"
POINT (1374798.7312783487 568815.0355911907),12566,ASHTON PROPERTY,Elkridge,Elkridge,E SIDE KERGER RD 700' S OF ILCHESTER RD,"(39.2285,-76.7795)"
POINT (1378299.6455963515 566496.0331641901),12269,TALBOT'S LAST SHIFT,Elkridge,Elkridge,TERMINUS OF TALBOTS LANDING ROAD,"(39.2221,-76.7672)"
POINT (1363958.4517783523 535348.5977121927),12676,RUSHING PROPERTY,Southeast,Southeast,SOUTH SIDE OF WASHINGTON ST. ABOUT 100' EAST OF BALDWIN ST.,"(39.1364,-76.8178)"
POINT (1367968.9300843515 571094.0364081915),12581,HEARTHSTONE AT ELLICOTT MILLS II,Senior East,Ellicott City,S SIDE DINA LN,"(39.2347,-76.8036)"
POINT (1352785.737040352 536416.277048191),11681,EMERSON,Southeast,Southeast,W SIDE PALACE HALL DR,"(39.1394,-76.8572)"
POINT (1364831.6256643496 542743.8044481929),12052,NORDAU SUBDIVISION,Southeast,Southeast,NE SIDE FAWN RUN,"(39.1568,-76.8147)"
POINT (1335380.6409563534 563671.5558471922),12466,SEMON PROPERTY,Columbia,Columbia,E SIDE TROTTER RD 1500' N OF SOUTH WIND CIRCLE,"(39.2143,-76.9186)"
POINT (1353451.1743283533 537079.940123193),12487,EMERSON,Southeast,Southeast,N SIDE OF SKYLARK BLVD E OF WINTER SUN RD,"(39.1412,-76.8548)"
POINT (1335022.6991783492 562524.2369421907),12081,TROTTER FIELDS,Columbia,Columbia,W SIDE TROTTER RD 650' N OF SOUTH WIND CIR,"(39.2112,-76.9199)"
POINT (1362713.1658143513 582568.3164111916),12234,MANORDALE PROPERTY,Ellicott City,Ellicott City,NW SIDE MANORDALE RD OPPOSITE FOX HILL DR_,"(39.2663,-76.8222)"
POINT (1339848.253140349 537423.9539691918),11857,CHERRYTREE PARK,Senior East,Southeast,W SIDE OF ICE CRYSTAL DR,"(39.1421,-76.9028)"
POINT (1369042.4720123522 593398.9341441933),12682,STRICKER PROPERTY,Ellicott City,Ellicott City,NORTH SIDE OF CHURCH LANE RD 600' E OF CHESTNUT FARM LN,"(39.2961,-76.7998)"
POINT (1365406.6564383544 540573.8989311922),12051,COLD SPRING,Southeast,Southeast,SW QUADRANT OF JONES RD & MARY LN,"(39.1508,-76.8126)"
POINT (1362838.99807835 582734.8685691934),12321,MANORDALE PROPERTY,Ellicott City,Ellicott City,NW SIDE MANORDALE RD OPPOSITE FOX HILL DR,"(39.2667,-76.8217)"
POINT (1358084.295616351 529914.1971681919),12226,KINGS ARMS,Southeast,Southeast,NE SIDE WHISKEY BOTTOM RD OPPOSITE MELLOW CT,"(39.1215,-76.8385)"
POINT (1370237.0283023529 546974.1565311905),12255,LINCOLN GLEN,Southeast,Southeast,W SIDE OF LINCOLN DR 600' S OF GRANVILLE RD,"(39.1684,-76.7956)"
POINT (1375183.880032353 549596.0802411903),12087,ELKRIDGE VILLAGE CENTRE,Route 1,Elkridge,"E OF OLD WATERLOO RD, NE OF BALT-WASH BLVD","(39.1756,-76.7781)"
POINT (1385868.0028263517 557412.3948351927),9833,HARWOOD PARK,Elkridge,Elkridge,SE SIDE US RT 1 S OF LOUDON AVE,"(39.1971,-76.7404)"
POINT (1340680.6165623516 541749.2189631909),11930,MAPLE LAWN FARMS,Southeast,Southeast,WATER ST AT TILGHMAN ST,"(39.154,-76.8999)"
POINT (1386109.4647383504 556631.2724871896),12278,HARWOOD PARK,Elkridge,Elkridge,NW SIDE HIGHLAND AVE SW OF BEECHFIELD AVE,"(39.195,-76.7396)"
POINT (1385457.3475323506 555027.2079261914),12209,HARWOOD PARK,Elkridge,Elkridge,SOUTHWESTERN CORNER OF LOUDON AND MELROSE AVENUES,"(39.1905,-76.7419)"
POINT (1341815.374186352 594849.5379831921),11650,OAKMONT AT TURF VALLEY,Ellicott City,Ellicott City,NE QUADRANT MARRIOTTSVILLE RD & RESORT RD,"(39.3001,-76.8959)"
POINT (1346814.089214351 589544.2335441913),11611,DUNES VISTAS,Ellicott City,Ellicott City,TERMINUS OF DUNES DR,"(39.2855,-76.8783)"
POINT (1390070.913806349 562517.3275731914),11185,ELKRIDGE CROSSING - PHASES 3 & 4,Route 1,Elkridge,W SIDE OF US RT 1 1050 FT N OF MONTGOMERY RD,"(39.2111,-76.7256)"
POINT (1370680.8420983516 545282.0884281918),11679,MISSION PLACE,"MIHU,Route 1",Southeast,W SIDE OF RT 1 N OF MISSION RD,"(39.1638,-76.794)"
POINT (1370258.283752352 570826.7529231925),11921,WOMBLE PROPERTY,Elkridge,Elkridge,SW SIDE MONTGOMERY RD OPPOSITE WORTHINGTON WAY,"(39.234,-76.7955)"
POINT (1355931.8270463496 532186.6522671916),12221,WALLINGTON OVERLOOK AT EMERSON,Southeast,Southeast,NW QUADRANT STEPHENS RD & WHISKEY BOTTOM RD,"(39.1277,-76.8461)"
POINT (1365091.508966349 581367.5408091936),11850,THE WOODS AT TIBER BRANCH II,Ellicott City,Ellicott City,N SIDE OLD COLUMBIA PIKE OPPOSITE BRITTANY DR,"(39.263,-76.8138)"
POINT (1376367.3834883533 570460.9200171921),11942,KLAMUT PROPERTY,Elkridge,Elkridge,W SIDE ILCHESTER RD 400' S OF ELLIS LN,"(39.233,-76.774)"
POINT (1370046.0126583502 592009.0600221902),11448,TYSON HILLS,Ellicott City,Ellicott City,NORTH SIDE OF TYSON RD 200' NW OF US RT 40,"(39.2922,-76.7963)"
POINT (1368498.0490863547 592066.8805311918),11731,HOFFMAN PROPERTY,Ellicott City,Ellicott City,E SIDE HIGH RIDGE RD 600' S OF IVY DR_,"(39.2924,-76.8017)"
POINT (1344822.5952523537 551243.0556201898),12093,HOLIDAY HILLS,Southeast,Southeast,S SIDE VISTA RD E OF NEWBERRY DR,"(39.1801,-76.8853)"
POINT (1386126.185692355 556412.3545851894),11440,HARWOOD PARK,Elkridge,Elkridge,NE SIDE FOREST AVE SE OF HIGHLAND AVE_,"(39.1944,-76.7395)"
POINT (1350537.7015106604 589840.6817237325),11936,REED FARM AT TURF VALLEY,Ellicott City,Ellicott City,E SIDE MULLINEAUX LN 600' NE OF BUNKER DR,"(39.2863,-76.8651)"
POINT (1367089.237860348 564305.3995401915),11805,FORNEY PROPERTY,Columbia,Columbia,SW SIDE WATERLOO RD OPPOSITE MONTGOMERY RUN RD,"(39.2161,-76.8067)"
POINT (1371895.5202143528 547085.7973881904),11905,THE CEDARS,Southeast,Southeast,NE OF INTERSECTION OF DONALD AVE & WYE AVE,"(39.1687,-76.7898)"
POINT (1366013.42868435 596813.2533831932),12004,MILLERS MILL WOODS,Ellicott City,Ellicott City,N SIDE OF MILLERS WAY DR 500' S OF DORSEY SPRING CT,"(39.3055,-76.8105)"
POINT (1368355.4958683513 592026.5152701922),11865,HOFFMAN PROPERTY,Ellicott City,Ellicott City,E SIDE HIGH RIDGE RD 600' S OF IVY DR,"(39.2923,-76.8022)"
POINT (1353458.2594783492 527854.1142531913),11301,"CLAY SUBDIVISION, LOT 1",Southeast,Southeast,SE SIDE OF ALL SAINTS RD N OF HARVEST WAY,"(39.1158,-76.8548)"
POINT (1365404.1057843529 540249.8858901914),11950,NORDAU SUBDIVISION  (HARMON PROPERTY),Southeast,Southeast,W SIDE OF JONES RD 300' NW OF PINE RD,"(39.1499,-76.8127)"
POINT (1386619.8789443523 557284.7533341926),11689,HARWOOD PARK,Elkridge,Elkridge,NE SIDE LOUDON AVE N OF HIGHLAND AVE,"(39.1968,-76.7378)"
POINT (1360625.313812349 546358.1317371912),11433,SULLIVAN BLAKE PROPERTY,Columbia,Columbia,EAST SIDE OF OAKLAND MILLS ROAD,"(39.1667,-76.8295)"
POINT (1347381.7514323518 534247.8261351902),11078,THE HILLSIDE AT ROCKY GORGE VIII,Southeast,Southeast,TERMINUS OF WOODS END DR,"(39.1334,-76.8762)"
POINT (1367169.1583523527 566036.3783001918),11309,ELLICOTT GARDENS - PH. 1 & 2,"MIHU,Senior East",Elkridge,WATERLOO ROAD OPPOSITE BARRINGTON CT,"(39.2208,-76.8064)"
POINT (1367169.1583523527 566036.3783001918),11416,ELLICOTT GARDENS - PH. 1,MIHU,Elkridge,WATERLOO ROAD OPPOSITE BARRINGTON CT,"(39.2208,-76.8064)"
